 	Area	X	Y	Slice
997	123	125.150	419.939	1
998	104	475	478.394	1
999	108	277.713	494.148	1
1000	123	420.508	151.289	1
1001	145	248.741	188.190	1
1002	136	498.404	209.824	1
1003	150	91.280	288.267	1
1004	129	374.655	338.957	1
1005	109	494.839	360.849	1
1006	130	428.285	403.708	1
1007	136	117.713	419.993	1
1008	119	475.962	476.576	1
1009	120	276.917	491.150	1
1010	128	426.344	150.430	1
1011	146	250.945	189.336	1
1012	149	502.768	209.809	1
1013	148	89.980	295	1
1014	132	375.629	332.833	1
1015	115	492.039	362.900	1
1016	126	427.437	401.849	1
1017	139	118.709	417.140	1
1018	122	475.041	477.852	1
1019	126	281.690	498.452	1
1020	109	424.289	149.399	1
1021	142	251.965	188.500	1
1022	126	499.310	215.595	1
1023	145	87.528	297.755	1
1024	118	373.831	331.246	1
1025	98	491.398	364.796	1
1026	114	428.509	401.579	1
1027	129	122.841	415.229	1
1028	103	477.034	478.772	1
1029	105	283.643	501.967	1
1030	98	422.163	148.418	1
1031	138	246.862	187.630	1
1032	126	498.611	213.040	1
1033	142	90.535	301.296	1
1034	114	374.930	333.281	1
1035	89	494.376	363.994	1
1036	109	428.023	398.913	1
1037	124	120.524	414.887	1
1038	92	476.609	478.663	1
1039	103	282.665	497.024	1
1040	118	423.534	145.856	1
1041	141	246.422	187.550	1
1042	130	496.954	212.746	1
1043	147	88.146	302.949	1
1044	128	378.922	336.422	1
1045	105	501.138	365.052	1
1046	119	428.887	396.895	1
1047	130	118.254	414.208	1
1048	113	476.155	474.819	1
1049	113	279.996	496.190	1
1050	126	424.857	142.929	1
1051	147	247.963	187.929	1
1052	141	498.422	211.961	1
1053	148	84.858	305.493	1
1054	131	384.569	335.569	1
1055	111	506.023	362.689	1
1056	126	425.333	399.810	1
1057	138	111.986	411.993	1
1058	121	475.021	475.988	1
1059	125	281.300	497.548	1
1060	119	423.895	146.290	1
1061	142	245.810	194.472	1
1062	130	497.777	217.492	1
1063	145	87.624	303.686	1
1064	128	384.828	334.320	1
1065	105	509.862	362.052	1
1066	124	422.250	398.903	1
1067	133	107.500	411.771	1
1068	117	474.226	475.808	1
1069	114	281.965	496.149	1
1070	99	421.025	146.419	1
1071	135	246.670	193.574	1
1072	119	499.702	213.609	1
1073	139	85.550	305.241	1
1074	117	384.175	333.756	1
1075	108	423.657	397.426	1
1076	126	106.317	414.048	1
1077	99	475.409	476.955	1
1078	102	280.716	495.078	1
1079	113	419.004	142.518	1
1080	141	246.472	197.479	1
1081	127	502.555	208.933	1
1082	143	90.486	303.059	1
1083	120	385.583	335.608	1
1084	92	508.804	353.924	1
1085	111	420.419	398.923	1
1086	131	100.485	409.240	1
1087	102	479.814	475.108	1
1088	104	280.567	501.019	1
1089	146	421.815	144.404	1
1090	146	239.678	201.685	1
1091	139	500.471	212.327	1
1092	151	86.964	303.712	1
1093	132	389.136	341.477	1
1094	111	510.113	349.086	1
1095	125	414.988	398.412	1
1096	137	95.850	405.704	1
1097	122	483.434	478.730	1
1098	120	278.783	502.983	1
1099	120	427.733	146.075	1
1100	143	235.675	201.290	1
1101	136	499.103	214.390	1
1102	150	86.127	299.807	1
1103	134	383.537	341.784	1
1104	112	509.473	346.420	1
1105	125	413.100	399.556	1
1106	132	95.705	400.735	1
1107	120	487.217	482.850	1
1108	124	282.476	506.282	1
1109	109	428.702	145.252	1
1110	135	235.537	207.181	1
1111	126	494.444	212.889	1
1112	140	80.871	298.493	1
1113	123	381.622	342.378	1
1114	98	508.235	343.010	1
1115	132	98.462	395.311	1
1116	114	412.921	401.570	1
1117	104	486.788	482.413	1
1118	105	284.195	502.490	1
1119	106	426.557	141.226	1
1120	135	231.381	206.878	1
1121	122	495.148	206.738	1
1122	140	78.571	303.507	1
1123	87	507.511	342.661	1
1124	116	381.397	345.491	1
1125	126	98.302	395.460	1
1126	117	412.551	402.363	1
1127	94	489.298	485.149	1
1128	95	281.311	502.332	1
1129	116	424.052	134.526	1
1130	144	231.222	206.757	1
1131	133	495.726	209.071	1
1132	144	79.660	305.486	1
1133	107	506.481	343.014	1
1134	125	386.476	344.156	1
1135	134	97.216	394.299	1
1136	119	414.080	402.693	1
1137	107	494.304	487.855	1
1138	109	287.876	500.610	1
1139	138	426.138	132.891	1
1140	141	497.188	205.699	1
1141	148	230.757	211.723	1
1142	155	75.965	307.784	1
1143	116	509.164	337.552	1
1144	132	384.765	342.455	1
1145	142	96.331	395.338	1
1146	130	421.238	401.962	1
1147	122	493.238	483.705	1
1148	124	291.444	500.065	1
1149	115	429.526	134.404	1
1150	133	500.282	206.252	1
1151	144	227.438	214.618	1
1152	144	77.049	310.910	1
1153	110	509.427	340.545	1
1154	122	383.828	344.656	1
1155	135	98.441	395.693	1
1156	118	420.220	400.102	1
1157	109	494.693	484.206	1
1158	116	292.595	498.474	1
1159	97	431.046	133.263	1
1160	124	496.387	212.323	1
1161	135	228.441	216.426	1
1162	138	80.217	312.906	1
1163	87	504.914	342.328	1
1164	119	389.769	346.450	1
1165	128	101.977	396.438	1
1166	116	421.871	401.569	1
1167	88	497.330	483.852	1
1168	97	289.026	498.613	1
1169	100	429.150	137.010	1
1170	128	490.547	210.930	1
1171	142	225.711	219.324	1
1172	143	78.388	312.248	1
1173	91	499.456	343.082	1
1174	120	393.208	347.058	1
1175	123	102.963	395.736	1
1176	112	423.330	398.902	1
1177	99	493.187	482.753	1
1178	106	285.896	493.906	1
1179	129	428.074	132.275	1
1180	140	494.836	213.586	1
1181	144	222.139	217.910	1
1182	147	80.704	312.963	1
1183	109	498.968	344.335	1
1184	129	393.019	347.337	1
1185	136	105.426	393.794	1
1186	126	426.119	400.032	1
1187	119	492.483	480.618	1
1188	123	289.419	494.996	1
1189	124	425.710	133.202	1
1190	141	498.053	212.833	1
1191	147	222.929	219.330	1
1192	152	82.743	312.849	1
1193	131	392.683	343.538	1
1194	116	499.302	345.966	1
1195	139	108.198	390.881	1
1196	127	429.028	398.106	1
1197	119	494.769	471.592	1
1198	122	287.393	503.582	1
1199	108	424.528	130.852	1
1200	128	494.883	207.930	1
1201	142	221.648	222.599	1
1202	141	83.344	312.195	1
1203	124	396.355	345.935	1
1204	100	491.480	347.180	1
1205	132	112.553	392.523	1
1206	119	425.113	401.735	1
1207	109	493.261	471.968	1
1208	106	285.660	500.217	1
1209	103	423.248	133.189	1
1210	121	502.459	206.475	1
1211	138	221.471	225	1
1212	143	84.892	312.836	1
1213	113	397.677	342.704	1
1214	85	490.288	346.900	1
1215	124	113.855	390.742	1
1216	106	422.943	407.274	1
1217	85	490.312	471.312	1
1218	97	283.057	500.242	1
1219	111	425.887	131.455	1
1220	132	502.621	207.356	1
1221	140	221.721	221.886	1
1222	145	86.659	310.279	1
1223	125	395.732	340.172	1
1224	103	487.306	349.772	1
1225	134	117.381	391.328	1
1226	115	425.196	409.970	1
1227	108	487.796	469.176	1
1228	113	281.305	499.235	1
1229	126	424.365	134.048	1
1230	138	500.478	207.674	1
1231	144	224.507	222.410	1
1232	150	87.927	307.293	1
1233	131	393.615	339.095	1
1234	114	491.737	344.009	1
1235	140	116.900	391.871	1
1236	126	427.381	411.667	1
1237	124	483.065	471.879	1
1238	125	275.700	501.380	1
1239	111	419.158	127.383	1
1240	137	498.464	205.719	1
1241	149	223.171	224.178	1
1242	145	89.479	302.562	1
1243	125	391.004	336.220	1
1244	112	491.286	339.420	1
1245	136	112.360	387.456	1
1246	125	427.404	413.748	1
1247	120	475.692	473.767	1
1248	118	280.102	497.797	1
1249	107	421.014	121.752	1
1250	125	499.564	209.492	1
1251	139	222.788	222.550	1
1252	143	91.976	303.941	1
1253	121	392.326	338.004	1
1254	86	491.384	338.605	1
1255	132	115.485	388.667	1
1256	111	428.167	413.716	1
1257	99	480.823	472.470	1
1258	105	280.014	496.319	1
1259	99	422.571	125.813	1
1260	128	501.719	210.430	1
1261	139	221.507	223.399	1
1262	142	89.542	305.394	1
1263	114	395.982	334.456	1
1264	97	488.531	339.046	1
1265	133	114.207	391.808	1
1266	115	431.570	412.404	1
1267	101	484.272	465.302	1
1268	101	278.381	498.025	1
1269	120	424.408	121.225	1
1270	132	503.500	207.818	1
1271	146	218.890	226.171	1
1272	146	86.281	305.452	1
1273	135	394.885	331.196	1
1274	113	486.261	336.872	1
1275	141	118.557	391.209	1
1276	121	430.649	408.880	1
1277	119	487.845	465.307	1
1278	123	273.858	503.492	1
1279	121	426.822	125.004	1
1280	142	504.415	206.479	1
1281	149	216.742	223.507	1
1282	148	86.980	306.946	1
1283	133	392.410	331.335	1
1284	110	485.818	334.109	1
1285	136	120.463	391.551	1
1286	124	438	411.169	1
1287	123	490.467	461.533	1
1288	123	277.256	505.573	1
1289	109	430.206	127.702	1
1290	133	505.071	210.583	1
1291	136	214.824	223.463	1
1292	143	87.290	313.535	1
1293	122	392.697	334.451	1
1294	97	488.727	335.737	1
1295	129	119.035	393.523	1
1296	116	438.155	410.681	1
1297	103	490.306	461.684	1
1298	111	276.635	504.455	1
1299	104	428.654	125.981	1
1300	128	502.023	213.539	1
1301	138	218.007	221.848	1
1302	140	89.264	315.700	1
1303	117	390.927	333.209	1
1304	90	484.956	336.478	1
1305	128	118.867	391.211	1
1306	112	440.062	414.580	1
1307	97	488.490	463.510	1
1308	98	279.612	509.112	1
1309	110	429.345	124.373	1
1310	136	497.199	214.868	1
1311	144	218.250	224.660	1
1312	144	95.250	314.653	1
1313	128	386.484	330.977	1
1314	106	481.849	332.953	1
1315	132	118.485	384.962	1
1316	119	443.046	414.828	1
1317	115	490.065	466.726	1
1318	115	282.413	513.030	1
1319	124	425.242	125.411	1
1320	142	494.838	216.239	1
1321	146	217.575	225.295	1
1322	153	94.114	310.056	1
1323	116	479.155	327.112	1
1324	136	388.169	328.301	1
1325	142	113.585	381.479	1
1326	128	443.953	415.094	1
1327	124	492.081	462.815	1
1328	124	284.637	517.532	1
1329	117	426.782	121.893	1
1330	137	493.901	212.325	1
1331	148	218.372	227.878	1
1332	143	95.437	310.437	1
1333	109	478.674	323.867	1
1334	130	384.600	332.538	1
1335	136	111.515	377.574	1
1336	122	444.762	409.016	1
1337	116	499.259	464.216	1
1338	116	285.509	517.078	1
1339	97	421.830	120.407	1
1340	123	496.329	210.516	1
1341	136	220.765	223.191	1
1342	136	97.574	309.566	1
1343	86	480.233	329.419	1
1344	121	379.475	332.814	1
1345	124	111.621	376.500	1
1346	112	445.911	407.714	1
1347	96	497.240	467.333	1
1348	98	281.531	516.633	1
1349	101	420.411	123.619	1
1350	128	492.258	208.828	1
1351	138	223.399	223.326	1
1352	136	94.463	307.529	1
1353	93	476.468	326.930	1
1354	120	379.875	332.550	1
1355	127	111.894	375.484	1
1356	111	442.545	408.905	1
1357	98	497.500	464.429	1
1358	98	284.286	516.878	1
1359	122	423.951	121.148	1
1360	138	490.457	205.522	1
1361	143	225.528	225.654	1
1362	146	95.623	304.993	1
1363	105	476.205	327.948	1
1364	130	382.638	329.846	1
1365	136	108.691	370.331	1
1366	127	446.335	406.461	1
1367	113	495.058	468.181	1
1368	113	286.066	516.544	1
1369	126	426.111	127.087	1
1370	146	497.315	199.966	1
1371	147	221.568	226.201	1
1372	149	98.674	304.178	1
1373	114	471.281	326.193	1
1374	135	381.515	331.700	1
1375	145	108.141	370.341	1
1376	135	447.574	407.315	1
1377	124	497.476	470.968	1
1378	119	287.013	516.164	1
1379	114	425.404	126.781	1
1380	126	492.937	202.286	1
1381	140	216.243	229.243	1
1382	140	101.579	305.571	1
1383	126	379.738	325.413	1
1384	96	469.281	329.948	1
1385	133	109.538	368.906	1
1386	121	449.938	408.632	1
1387	103	493.112	468.422	1
1388	105	281.014	519.290	1
1389	99	422.783	127.025	1
1390	118	497.025	206.669	1
1391	133	216.387	229.026	1
1392	139	101.119	304.406	1
1393	119	381.357	325.088	1
1394	89	466.309	331.500	1
1395	127	113.831	370.917	1
1396	111	451.113	408.500	1
1397	84	495.345	465.964	1
1398	89	283.354	523.230	1
1399	116	423.431	128.181	1
1400	128	498.812	203.578	1
1401	142	218.993	228.641	1
1402	139	104.486	304.500	1
1403	127	381.130	325.650	1
1404	100	467.370	333.090	1
1405	129	113.159	374.585	1
1406	123	451.402	409.736	1
1407	105	493.862	463.452	1
1408	109	281.711	526.298	1
1409	132	422.924	128.848	1
1410	140	498.393	204.029	1
1411	145	220.955	231.197	1
1412	147	105.867	307.677	1
1413	133	381.643	321.244	1
1414	114	466.395	333.237	1
1415	134	110.627	379.970	1
1416	134	452.649	411.343	1
1417	125	487.596	465.532	1
1418	123	282.028	527.313	1
1419	120	416.708	127.167	1
1420	138	500.457	206.522	1
1421	149	222.889	231.775	1
1422	147	109.888	306.861	1
1423	131	378.905	320.538	1
1424	111	470.590	332.311	1
1425	137	111.916	383.668	1
1426	127	453.177	411.091	1
1427	119	490.987	462.668	1
1428	113	280.288	529.288	1
1429	102	414.510	125.824	1
1430	131	503.553	210.775	1
1431	139	222.435	233.414	1
1432	139	108.392	305.680	1
1433	121	381.128	314.145	1
1434	98	470.704	334.327	1
1435	130	108.346	378.008	1
1436	112	456.259	411.223	1
1437	102	490.118	462.637	1
1438	98	278.684	530.541	1
1439	102	412.039	124.951	1
1440	128	505.391	206.664	1
1441	139	223.169	231.241	1
1442	139	113.248	304.371	1
1443	121	379.599	311.045	1
1444	97	469.758	330.799	1
1445	126	110.635	376.976	1
1446	112	458.116	412.670	1
1447	101	491.045	463.649	1
1448	90	284.078	532.711	1
1449	119	413.559	126.315	1
1450	135	499.522	204.670	1
1451	142	224.458	227.479	1
1452	139	110.838	303.450	1
1453	129	380.740	309.035	1
1454	106	469.764	333.132	1
1455	142	116.296	377.465	1
1456	123	457.004	408.720	1
1457	115	487.239	465.639	1
1458	114	287.237	536.851	1
1459	122	411.984	124.541	1
1460	145	501.038	200.962	1
1461	147	226.099	227.622	1
1462	147	108.514	304.772	1
1463	134	382.187	304.940	1
1464	114	471.500	341.061	1
1465	144	117.590	376.160	1
1466	128	458.422	408.891	1
1467	125	485.772	468.300	1
1468	122	292.279	537.098	1
1469	118	418.127	123.102	1
1470	140	502.486	203.586	1
1471	143	224.080	226.213	1
1472	127	379.571	304.232	1
1473	141	109.968	306.812	1
1474	89	471.837	345.376	1
1475	131	118.103	378.454	1
1476	119	460.702	408.920	1
1477	108	482	466.815	1
1478	108	287.620	533.574	1
1479	103	420.432	128.150	1
1480	126	497.421	203.833	1
1481	140	222.179	228.121	1
1482	113	377.836	302.217	1
1483	135	114.130	304.559	1
1484	84	469.202	342	1
1485	129	118.384	379.128	1
1486	117	458.885	408.996	1
1487	98	484.980	468.296	1
1488	95	296.574	537.363	1
1489	108	418.602	125.694	1
1490	130	500.292	204.154	1
1491	139	219.040	228.853	1
1492	125	376.044	302.564	1
1493	143	112.731	306.444	1
1494	94	471.351	344.298	1
1495	129	119.337	376.523	1
1496	119	460.071	414.542	1
1497	110	484.082	475.809	1
1498	106	295.849	532.396	1
1499	126	420.976	128.310	1
1500	140	501.214	208.336	1
1501	146	222.932	230.233	1
1502	133	378.801	301.560	1
1503	147	110.874	307.371	1
1504	111	465.167	350.149	1
1505	141	119.479	374.436	1
1506	127	456.335	415.083	1
1507	119	483.718	474.248	1
1508	120	298.892	527.092	1
1509	121	421.310	127.971	1
1510	137	503.536	207.245	1
1511	143	219.325	228.857	1
1512	134	374.851	299.440	1
1513	145	104.934	308.907	1
1514	102	463.245	351.951	1
1515	142	115.866	373.190	1
1516	122	452.262	416.467	1
1517	118	478.068	474.949	1
1518	116	301.017	528.983	1
1519	102	422.343	129.020	1
1520	123	502.394	205.614	1
1521	138	220.964	222.080	1
1522	116	373.328	299.095	1
1523	137	103.412	307.785	1
1524	79	464.816	357.386	1
1525	127	120.469	373.035	1
1526	113	452.376	417.403	1
1527	101	477.441	478.193	1
1528	97	296.758	532.665	1
1529	107	427.621	131.397	1
1530	130	501.223	202.731	1
1531	140	222.021	225.436	1
1532	122	371.762	301.156	1
1533	139	106.442	308.486	1
1534	128	122.234	376.609	1
1535	115	458.178	417.170	1
1536	102	473.245	479.206	1
1537	99	296.076	530.399	1
1538	126	430.175	129.151	1
1539	138	500.109	204.290	1
1540	145	219.631	230.872	1
1541	126	371.040	301.175	1
1542	148	107.892	309.574	1
1543	109	461.124	356.821	1
1544	140	123.214	378.079	1
1545	129	457.841	419.128	1
1546	116	469.931	481.181	1
1547	118	296.992	535.008	1
1548	128	427.117	129.039	1
1549	135	494.744	204.226	1
1550	149	217.399	237.326	1
1551	135	368.870	296.730	1
1552	145	109.576	312.762	1
1553	118	459.559	359.110	1
1554	143	130.115	378.262	1
1555	127	457.524	415.925	1
1556	117	471.517	481.415	1
1557	120	294.925	541.150	1
1558	113	426.243	133.801	1
1559	133	492.169	204.162	1
1560	142	216.204	235.500	1
1561	120	364.892	300.942	1
1562	140	111.136	310.157	1
1563	97	457.624	356.376	1
1564	126	134.690	380.889	1
1565	119	458.080	412.979	1
1566	108	468.380	484.046	1
1567	108	290.167	542.046	1
1568	95	428.353	132.637	1
1569	124	495.750	198.024	1
1570	138	214.478	232.145	1
1571	118	362.763	301.034	1
1572	134	110.537	306.321	1
1573	123	135.679	383.573	1
1574	109	458.289	414.372	1
1575	89	466.556	485.444	1
1576	77	288.682	546.747	1
1577	118	430.381	127.619	1
1578	130	495.985	203.262	1
1579	144	216.194	232.215	1
1580	120	358.333	301.558	1
1581	137	112.515	307.639	1
1582	100	458.090	353.150	1
1583	131	138.576	384.729	1
1584	117	456.543	418.996	1
1585	109	465.940	483.124	1
1586	111	290.167	546.968	1
1587	127	428.476	122.083	1
1588	140	492.386	198.300	1
1589	145	217.417	231.500	1
1590	134	354.664	300.813	1
1591	146	110.048	309.836	1
1592	111	455.788	352.527	1
1593	136	145.632	382.574	1
1594	132	452.439	418.886	1
1595	122	467.148	476.131	1
1596	120	291.575	547.458	1
1597	124	425.145	120.210	1
1598	135	488.752	196.470	1
1599	144	215.604	228.368	1
1600	134	347.612	299.701	1
1601	145	111.369	310.907	1
1602	110	453.845	354.127	1
1603	140	148.543	383.479	1
1604	129	458.671	419.903	1
1605	116	465.422	478.603	1
1606	118	293.788	546.924	1
1607	109	429.060	123.968	1
1608	129	488.756	191.275	1
1609	138	213.688	230.174	1
1610	126	343.548	299.952	1
1611	139	114.874	304.212	1
1612	81	454.043	356.586	1
1613	126	148.310	385.817	1
1614	111	460.842	420.608	1
1615	97	465.036	480.232	1
1616	97	298.026	545.531	1
1617	106	424.038	122.406	1
1618	126	488.540	188.524	1
1619	137	211.697	225.529	1
1620	118	337.483	301.237	1
1621	136	116.191	302.338	1
1622	87	452.925	357.236	1
1623	124	150.484	387.758	1
1624	109	459.601	425.427	1
1625	96	464.844	480.427	1
1626	91	296.610	546.577	1
1627	126	427.611	125.913	1
1628	136	485.735	188.691	1
1629	145	207.155	227.424	1
1630	126	335.468	304.405	1
1631	143	115.647	305.276	1
1632	103	455.927	353.714	1
1633	136	152.176	386.294	1
1634	123	459.492	425.874	1
1635	114	464.368	483.991	1
1636	113	295.739	547.332	1
1637	137	427.201	128.266	1
1638	140	483.371	190.429	1
1639	153	204.670	227.644	1
1640	143	112.605	301.493	1
1641	135	335.759	308.285	1
1642	113	453.739	348.465	1
1643	137	153.814	385.828	1
1644	127	459.752	427.091	1
1645	124	464.508	488.169	1
1646	117	296.150	545.970	1
1647	111	424.302	132.473	1
1648	135	479.885	191.315	1
1649	142	201.923	229.577	1
1650	143	111.395	299.906	1
1651	129	341.562	305.167	1
1652	100	448.960	344.150	1
1653	130	157.385	379.062	1
1654	124	457.460	426.863	1
1655	105	461.348	494.757	1
1656	111	294.293	542.545	1
1657	115	424.613	130.500	1
1658	129	480.911	191.702	1
1659	139	200.478	224.601	1
1660	139	113.054	298.219	1
1661	119	345.693	305.861	1
1662	92	452.217	344.902	1
1663	131	154.538	379.958	1
1664	109	461.179	429.766	1
1665	88	463.330	495.330	1
1666	95	294.932	538.216	1
1667	108	425.083	132.648	1
1668	130	477.585	201.054	1
1669	139	198.989	224.853	1
1670	142	115.282	294.345	1
1671	127	346.083	309.185	1
1672	99	447.924	339.783	1
1673	131	155.897	376.118	1
1674	118	459.958	428.856	1
1675	106	460.425	493.868	1
1676	104	295.654	539.567	1
1677	124	422.073	136.121	1
1678	139	475.457	203.076	1
1679	146	195.644	227.151	1
1680	147	119.759	292.214	1
1681	131	352.370	305.927	1
1682	112	444.205	340.554	1
1683	141	156.918	375.507	1
1684	125	458.164	426.972	1
1685	115	462.439	499.639	1
1686	117	289.927	539.415	1
1687	124	420.742	138.113	1
1688	140	475.571	201.371	1
1689	149	190.903	225.970	1
1690	144	118.632	295	1
1691	125	356.140	306.804	1
1692	116	446.810	335.879	1
1693	137	157.938	376.339	1
1694	125	458.484	427.308	1
1695	114	465.851	499.333	1
1696	117	290.440	538.466	1
1697	100	419.820	135.330	1
1698	128	476.688	197.039	1
1699	138	195.471	223.500	1
1700	138	123.413	293.094	1
1701	120	356.758	307.900	1
1702	98	448.765	333.847	1
1703	128	160.289	377.328	1
1704	114	457.982	430.018	1
1705	100	465.620	497.730	1
1706	101	291.540	538.074	1
1707	109	423.151	134.583	1
1708	130	480.731	193.462	1
1709	140	200.607	223.393	1
1710	134	119.612	296.343	1
1711	125	356.588	302.556	1
1712	89	447.522	334.938	1
1713	127	161.421	374.177	1
1714	111	456.851	429.707	1
1715	101	462.827	496.876	1
1716	101	294.896	539.054	1
1717	126	419.024	132.540	1
1718	135	482.293	190.181	1
1719	146	202.767	229.432	1
1720	146	124.781	296.459	1
1721	129	358.236	301.601	1
1722	107	446.220	334.257	1
1723	138	154.609	375.493	1
1724	123	457.362	426.370	1
1725	110	464.027	498.100	1
1726	113	294.040	545.925	1
1727	129	416.787	127.306	1
1728	139	481.428	187.709	1
1729	148	202.899	230.372	1
1730	151	124.209	295.083	1
1731	138	361.362	305.493	1
1732	111	445.914	338.122	1
1733	137	152.872	373.836	1
1734	129	458.570	425.802	1
1735	123	463.142	497.988	1
1736	116	296.043	547.043	1
1737	107	417.463	127.678	1
1738	135	485.589	184.559	1
1739	144	204.042	234.528	1
1740	138	121.370	294.630	1
1741	125	358.420	306.972	1
1742	101	444.153	334.431	1
1743	132	151.591	375.265	1
1744	116	456.862	424.026	1
1745	104	464.365	498.798	1
1746	107	295.659	545.911	1
1747	99	416.530	129.803	1
1748	127	493.547	180.020	1
1749	140	205.714	242.914	1
1750	132	120.614	295.939	1
1751	114	360.553	303.018	1
1752	82	443.524	335.537	1
1753	123	154.240	379.118	1
1754	110	454.518	423.664	1
1755	91	461.038	496.797	1
1756	89	295.062	545.264	1
1757	110	415.800	126.409	1
1758	129	499.655	180.934	1
1759	142	203.183	247.387	1
1760	141	115.294	295.309	1
1761	124	359.008	297.742	1
1762	98	441.765	338.531	1
1763	129	154.221	383.492	1
1764	115	454.222	422.622	1
1765	109	459.904	495.225	1
1766	103	293.102	544.403	1
1767	130	419.469	125.938	1
1768	146	496.240	174.973	1
1769	150	204.240	245.167	1
1770	132	355.500	293.038	1
1771	148	114.149	299.453	1
1772	109	440.849	345.335	1
1773	140	154.407	379.786	1
1774	131	455.989	415.469	1
1775	120	461.983	494.458	1
1776	119	297.945	541.324	1
1777	121	419.971	125.731	1
1778	140	495.543	171.350	1
1779	145	197.824	245.210	1
1780	137	362.128	292.821	1
1781	147	116.690	299.997	1
1782	110	443.164	344.082	1
1783	140	156.907	380.079	1
1784	127	453.508	414.343	1
1785	119	460.828	495.307	1
1786	120	299.267	537.142	1
1787	108	421.769	120.380	1
1788	126	495.349	169.952	1
1789	139	197.543	247.579	1
1790	121	363.731	295.963	1
1791	136	115.581	298.522	1
1792	123	159.297	372.939	1
1793	113	455.819	413.102	1
1794	99	457.864	496.551	1
1795	92	303.098	535.739	1
1796	102	423.245	120.441	1
1797	125	489.052	171.804	1
1798	138	200.855	246.920	1
1799	116	363.767	292.405	1
1800	134	114.701	300.261	1
1801	86	442.721	348.988	1
1802	130	153.754	367.377	1
1803	114	457.158	414.079	1
1804	92	458.380	497.652	1
1805	91	305.753	538.357	1
1806	118	422.941	126.271	1
1807	138	485.696	168.949	1
1808	147	197.806	251.473	1
1809	127	364.634	290.421	1
1810	144	119.597	297.229	1
1811	107	442.182	350.846	1
1812	138	152.855	368.486	1
1813	125	455.548	413.732	1
1814	114	460.018	495.412	1
1815	118	305.847	531.822	1
1816	127	421.579	125.398	1
1817	147	484.867	169.017	1
1818	148	195.176	251.953	1
1819	137	362.449	289.682	1
1820	152	123.138	294.072	1
1821	113	440.270	350.199	1
1822	141	156.670	370.145	1
1823	129	458.275	414.097	1
1824	120	458.975	490.183	1
1825	119	310.996	531.777	1
1826	134	422.993	121.336	1
1827	142	483.521	168.345	1
1828	143	191.661	257.171	1
1829	127	357.028	287.602	1
1830	144	123.785	292.701	1
1831	103	430.432	352.131	1
1832	132	156.030	370.591	1
1833	125	462.852	409.604	1
1834	110	457.582	492.073	1
1835	117	308.902	528.799	1
1836	94	423.340	122.489	1
1837	124	486.903	168.484	1
1838	136	185.956	255.801	1
1839	118	358.992	284.915	1
1840	134	126.627	292.463	1
1841	89	429.792	350.635	1
1842	129	162.562	363.136	1
1843	118	468.720	406.144	1
1844	93	454.306	494.081	1
1845	98	308.510	522.327	1
1846	109	426.069	128.087	1
1847	126	486.206	167.127	1
1848	139	185.205	254.500	1
1849	124	359.105	279.790	1
1850	139	124.968	292.090	1
1851	97	427.448	348.438	1
1852	133	171.711	361.718	1
1853	121	467.847	408.095	1
1854	99	453.591	489.955	1
1855	105	307.119	524.519	1
1856	130	430.085	125.731	1
1857	140	486.607	169.457	1
1858	144	182.375	254.625	1
1859	132	361.470	281.985	1
1860	148	127.034	292.655	1
1861	112	425.366	349.080	1
1862	139	171.615	359.514	1
1863	128	466.633	410.898	1
1864	118	454.076	489.331	1
1865	124	306.911	526.081	1
1866	126	432.302	128.968	1
1867	141	490.720	172.670	1
1868	144	183	257.500	1
1869	134	361.149	280.157	1
1870	147	126.316	293.480	1
1871	111	427.509	347.824	1
1872	143	176.808	360.339	1
1873	127	464.406	412.602	1
1874	121	452.087	486.087	1
1875	125	307.668	524.500	1
1876	98	431.786	130.429	1
1877	130	496.677	168.215	1
1878	145	188.072	252.107	1
1879	119	362.063	276.071	1
1880	138	129.855	287.826	1
1881	90	420.467	352.400	1
1882	131	174.805	363.592	1
1883	113	463.987	411.792	1
1884	101	455.104	489.767	1
1885	109	305.023	517.995	1
1886	104	434.769	132.683	1
1887	132	497.227	162.598	1
1888	134	188.963	249.090	1
1889	117	361.449	273.688	1
1890	135	130.552	281.641	1
1891	84	421.464	354.310	1
1892	124	174.726	363.895	1
1893	115	463.517	414.543	1
1894	100	455.640	491.200	1
1895	89	300.758	521.118	1
1896	120	438.083	136.667	1
1897	136	499.537	163.632	1
1898	142	194.261	249.725	1
1899	129	362.841	274.151	1
1900	142	128.317	279.218	1
1901	101	422.510	352.629	1
1902	135	171.730	363.019	1
1903	125	465.980	414.892	1
1904	108	454.472	491.657	1
1905	118	298.831	519.831	1
1906	131	441.637	132.202	1
1907	143	497.717	166.857	1
1908	148	197.743	254.601	1
1909	149	127.715	279.225	1
1910	137	362.602	278.434	1
1911	112	422.982	349.562	1
1912	143	166.934	362.346	1
1913	128	469.883	416.484	1
1914	122	451.967	487.648	1
1915	123	296.443	519.167	1
1916	119	439.357	128.139	1
1917	138	498.159	163.543	1
1918	143	198.458	259.017	1
1919	129	360.942	274.570	1
1920	148	126.155	279.966	1
1921	102	421.833	351.892	1
1922	136	164.838	364.493	1
1923	123	469.533	416.874	1
1924	111	451.086	489.653	1
1925	113	295.588	514.190	1
1926	97	441.046	127.428	1
1927	123	494.679	164.264	1
1928	137	198.281	256.442	1
1929	116	360.552	274.974	1
