ID	Area	X	Y	Slice
1	125	424.66	155.56	1
2	145	302.95	221.87	1
3	141	386.27	263.62	1
4	154	35.39	305.92	1
5	105	476.28	337.51	1
6	128	338.46	354.41	1
7	137	95.17	358.77	1
8	124	420.13	393.32	1
9	126	230.57	434.74	1
10	117	460.35	474.71	1
11	119	425.08	155.33	2
12	141	302.51	221.32	2
13	135	387.23	263.38	2
14	149	35.72	306.10	2
15	104	477.73	338.04	2
16	125	337.60	352.60	2
17	135	94.54	359.47	2
18	117	420.15	393.02	2
19	124	228.50	435.97	2
20	115	460.11	475.05	2
21	102	424.86	155.68	3
22	135	302.30	221.48	3
23	129	387.41	262.93	3
24	142	36.24	306.18	3
25	111	338.02	352.27	3
26	129	94.19	359.62	3
27	113	420.12	392.24	3
28	108	228.06	435.94	3
29	100	460.55	475.79	3
30	123	424.09	155.21	4
31	140	302.37	221.68	4
32	139	386.97	263.74	4
33	152	36.14	305.86	4
34	112	478.72	337.67	4
35	127	336.78	351.83	4
36	135	95.30	359.26	4
37	124	418.85	392.44	4
38	125	227.47	436.40	4
39	116	461.12	475.46	4
40	118	426.02	155.47	5
41	141	301.71	222.99	5
42	140	388.23	261.60	5
43	153	34.77	305.98	5
44	105	478.05	339.11	5
45	130	335.80	351.14	5
46	136	95.78	358.68	5
47	125	419.89	391.71	5
48	123	226.74	437.84	5
49	119	460.45	477.17	5
50	96	425.29	155.09	6
51	132	302.15	223.40	6
52	126	389.42	261.42	6
53	139	33.47	306.76	6
54	109	335.75	350.47	6
55	132	95.53	358.39	6
56	110	420.45	390.96	6
57	109	225.69	437.62	6
58	98	460.77	477.27	6
59	121	425.02	154.80	7
60	140	302.04	224.09	7
61	141	389.15	260.52	7
62	145	33.73	306.42	7
63	106	477.21	339.48	7
64	123	335.73	349.91	7
65	137	95.50	358.41	7
66	121	420.63	391.71	7
67	123	225.74	438.28	7
68	113	460.99	476.80	7
69	126	425.40	154.44	8
70	142	302.21	224.38	8
71	137	389.70	261.15	8
72	151	32.89	306.98	8
73	110	474.91	339.24	8
74	126	333.83	350.77	8
75	137	96.36	357.14	8
76	123	421.25	389.90	8
77	122	225.89	436.98	8
78	119	460.70	475.53	8
79	98	424.97	155.85	9
80	133	301.85	223.04	9
81	125	389.31	261.04	9
82	145	31.98	306.33	9
83	114	333.58	351.25	9
84	125	96.87	357.02	9
85	110	421.21	389.71	9
86	105	224.10	436.19	9
87	123	425.74	155.28	10
88	138	301.29	222.54	10
89	136	388.68	260.22	10
90	146	30.73	306.48	10
91	102	472.66	339.20	10
92	121	334.12	351.71	10
93	134	97.48	357.57	10
94	121	420.40	389.63	10
95	119	223.95	436.13	10
96	116	460.06	475.02	10
97	130	424.43	155.86	11
98	143	301.33	222.75	11
99	141	388.84	260.49	11
100	152	31.08	306.53	11
101	112	471.31	338.43	11
102	130	335.16	351.65	11
103	138	97.17	357.73	11
104	124	420.48	390.53	11
105	125	223.12	436.28	11
106	122	459.75	474.61	11
107	98	424.86	157.29	12
108	127	299.81	223.58	12
109	127	387.43	259.78	12
110	141	29.65	306.07	12
111	90	471.87	340.16	12
112	110	334.77	352.72	12
113	125	97.46	356.59	12
114	109	419.87	388.92	12
115	110	221.65	434.82	12
116	94	460.73	475.52	12
117	114	424.44	157.35	13
118	139	299.15	223.76	13
119	138	386.69	258.47	13
120	145	28.53	306.67	13
121	99	471.94	340.56	13
122	123	333.99	353.30	13
123	130	96.51	356.84	13
124	122	420.57	389.20	13
125	117	219.82	434.67	13
126	110	461.33	475.93	13
127	128	425.65	156.77	14
128	144	299.17	223.91	14
129	143	386.35	258.20	14
130	153	28.58	307.15	14
131	113	471.62	340.05	14
132	129	334.86	353.30	14
133	140	97.64	355.95	14
134	126	419.93	389.55	14
135	125	219.96	434.47	14
136	121	461.14	474.97	14
137	114	426.55	156.58	15
138	135	299.57	225.51	15
139	129	384.49	257.55	15
140	142	29.16	308.36	15
141	119	335.50	354.00	15
142	127	98.63	356.01	15
143	116	420.60	389.09	15
144	108	218.37	434.83	15
145	95	461.11	475.03	15
146	110	425.13	158.31	16
147	134	301.07	225.72	16
148	131	383.19	256.47	16
149	146	28.68	308.12	16
150	102	472.61	342.09	16
151	134	97.82	355.64	16
152	122	335.85	355.18	16
153	118	420.74	388.86	16
154	117	216.41	433.50	16
155	105	461.84	474.91	16
156	126	424.82	158.79	17
157	145	301.17	225.77	17
158	144	383	255.82	17
159	153	28.94	308.64	17
160	117	472.88	342.76	17
161	133	336.18	355.48	17
162	145	98.26	356.34	17
163	128	420.39	388.09	17
164	130	215.48	433.56	17
165	121	462.13	475.57	17
166	108	424.15	159.99	18
167	136	301.57	226.08	18
168	128	383.87	255.90	18
169	147	29.10	307.72	18
170	101	473.73	342.22	18
171	133	98.10	355.70	18
172	118	336.06	355.42	18
173	115	420.36	388.13	18
174	110	215.82	434.03	18
175	103	462.06	475.05	18
176	105	423.15	161.81	19
177	138	301.67	225.61	19
178	130	382.68	254.46	19
179	145	27.69	308.55	19
180	123	336.48	355.82	19
181	133	99.98	356.43	19
182	115	419.58	387.54	19
183	116	213.93	432.83	19
184	101	461.91	476.59	19
185	127	423.58	161.73	20
186	145	302.36	224.96	20
187	147	383.06	255.11	20
188	154	27.99	308.85	20
189	114	470.84	342.68	20
190	141	99.75	356.17	20
191	133	336.47	355.73	20
192	132	418.82	387.65	20
193	129	214.03	431.13	20
194	119	462.18	476.68	20
195	111	424.10	162.28	21
196	137	301.65	224.43	21
197	133	384.00	254.38	21
198	151	27.20	308.79	21
199	98	470.18	342.46	21
200	122	336.39	355.93	21
201	134	99.78	356.18	21
202	117	418.20	388.10	21
203	119	213.76	431.04	21
204	104	462.14	477.50	21
205	104	422.88	162.90	22
206	136	301.29	226.08	22
207	125	384.25	255.60	22
208	144	27.74	308.88	22
209	121	335.70	355.47	22
210	133	99.20	356.76	22
211	115	418.63	387.84	22
212	112	214.68	429.75	22
213	98	461.89	476.33	22
214	125	423.24	162.69	23
215	143	301.97	226.13	23
216	139	382.57	256.27	23
217	151	28.82	308.10	23
218	110	470.15	343.87	23
219	140	99.82	356.66	23
220	132	336.33	356.27	23
221	124	417.35	388.02	23
222	130	213.52	428.21	23
223	120	461.86	475.92	23
224	121	424.61	162.43	24
225	141	301.19	226.18	24
226	133	382.81	256.73	24
227	147	28.51	308.00	24
228	98	470.56	344.29	24
229	122	336.43	356.15	24
230	131	99.54	357.23	24
231	112	417.04	389.06	24
232	121	213.45	428.03	24
233	105	462.24	477.09	24
234	103	423.88	163.89	25
235	132	300.47	227.39	25
236	131	382.80	256.39	25
237	141	28.35	308.32	25
238	129	99.64	355.86	25
239	115	335.76	356.00	25
240	112	416.73	388.90	25
241	117	213.89	427.18	25
242	103	461.86	476.02	25
243	124	423.40	162.81	26
244	143	300.81	226.21	26
245	141	383.23	257.83	26
246	151	27.24	309.76	26
247	111	469.62	346.52	26
248	143	100.02	355.69	26
249	129	336.57	356.86	26
250	123	416.51	389.08	26
251	125	213.88	427.22	26
252	116	462.87	477.93	26
253	139	300.52	226.68	27
254	134	383.36	258.23	27
255	148	26.60	310.07	27
256	134	100.36	355.78	27
257	119	336.59	356.92	27
258	117	417.27	388.74	27
259	119	213.88	427.05	27
260	107	463.78	478.81	27
261	135	300.70	227.34	28
262	131	382.66	258.34	28
263	143	26.26	309.35	28
264	128	100.91	355.89	28
265	112	336.12	357.29	28
266	108	417.10	388.97	28
267	112	212.79	426.82	28
268	96	463.32	478.53	28
269	121	424.16	160.73	29
270	142	300.27	228.82	29
271	138	382.82	258.43	29
272	151	26.21	310.00	29
273	105	470.13	346.95	29
274	138	101.73	355.92	29
275	129	335.57	356.93	29
276	127	418.41	389.35	29
277	126	213.48	426.09	29
278	115	463.98	478.81	29
279	112	424.20	160.27	30
280	141	299.42	229.88	30
281	136	382.67	259.56	30
282	148	25.59	310.88	30
283	107	470.40	345.07	30
284	128	102.73	356.23	30
285	122	336.08	357.10	30
286	118	418.19	390.10	30
287	125	212.96	426.67	30
288	110	463.81	479.25	30
289	102	424.87	159.29	31
290	131	298.75	229.58	31
291	125	381.88	260.10	31
292	143	25.91	311.67	31
293	130	101.44	356.23	31
294	114	336.73	357.23	31
295	111	418.45	390.80	31
296	113	211.82	427.37	31
297	90	463.68	480.38	31
298	122	424.95	159.62	32
299	139	297.85	230.89	32
300	139	381.79	259.51	32
301	153	26.75	310.97	32
302	110	470.55	344.87	32
303	137	102.85	356.48	32
304	131	337.00	357.71	32
305	125	418.56	391.12	32
306	124	212.54	426.94	32
307	113	463.54	480.62	32
308	120	427.44	159.24	33
309	141	298.41	230.88	33
310	137	382.01	260.07	33
311	151	26.41	312.86	33
312	105	472.83	344.37	33
313	132	103.48	355.95	33
314	127	337.63	356.58	33
315	124	419.55	391.26	33
316	123	211.04	427.41	33
317	112	463.29	479.09	33
318	98	427.42	159.34	34
319	132	297.89	231.13	34
320	121	381.81	259.67	34
321	146	25.84	313.14	34
322	126	103.24	356.09	34
323	114	337.63	356.28	34
324	109	419.63	391.44	34
325	111	210.18	428.51	34
326	90	463.62	479.22	34
327	121	428.09	158.79	35
328	143	298.22	231.02	35
329	140	381.77	258.91	35
330	149	25.37	313.80	35
331	107	473.31	345.01	35
332	141	103.99	356.02	35
333	129	337.86	356.77	35
334	127	419.37	391.15	35
335	127	209.79	428.93	35
336	114	463.09	479.24	35
337	123	427.78	159.06	36
338	144	298.04	231.89	36
339	140	382.26	259.43	36
340	155	24.97	315.13	36
341	111	472.64	343.19	36
342	143	103.95	354.98	36
343	126	337.48	356.15	36
344	124	419.17	391.27	36
345	127	209.47	429.19	36
346	112	464.14	480	36
347	103	427.34	160.17	37
348	130	297.86	232.88	37
349	124	381.47	258.69	37
350	141	23.54	314.63	37
351	83	472.54	344.11	37
352	124	104.31	355.70	37
353	108	336.17	354.99	37
354	108	419.79	390.22	37
355	111	209.12	429.49	37
356	120	428.68	161.08	38
357	142	298.36	232.89	38
358	139	380.66	257.63	38
359	153	22.55	314.89	38
360	105	472.97	344.66	38
361	127	335.80	354.87	38
362	137	104.05	355.35	38
363	121	418.89	390.86	38
364	126	209.48	429.26	38
365	112	462.94	479.96	38
366	123	428.19	161.62	39
367	140	299.18	232.29	39
368	138	381.54	257.23	39
369	152	22.83	314.80	39
370	110	473.21	343.82	39
371	132	336.09	353.92	39
372	136	103.53	355.43	39
373	127	419.56	391.00	39
374	128	209.92	428.75	39
375	120	463.75	479.16	39
376	100	429.48	162.16	40
377	131	298.68	234.92	40
378	123	380.82	257.07	40
379	143	21.54	315.47	40
380	82	471.91	343.65	40
381	129	103.94	353.77	40
382	115	334.79	353.30	40
383	106	418.89	390.36	40
384	111	210.36	428.20	40
385	89	462.67	480.38	40
386	113	429.96	161.08	41
387	137	298.21	235.37	41
388	135	379.95	257.33	41
389	143	20.68	315.63	41
390	137	104.41	353.74	41
391	120	335.40	353.99	41
392	120	419.47	390.94	41
393	120	210.78	428.33	41
394	109	461.84	480.11	41
395	125	429.34	161.49	42
396	144	296.96	235.86	42
397	138	379.52	256.91	42
398	153	20.06	315.32	42
399	111	472.97	342.98	42
400	141	104.76	353.93	42
401	132	335.41	353.70	42
402	129	419.41	390.91	42
403	130	209.66	428.22	42
404	124	461.77	479.40	42
405	104	429.83	161.17	43
406	133	297.55	236.12	43
407	130	379.19	256.10	43
408	140	21.46	315.51	43
409	130	105.15	353.78	43
410	110	335.90	353.95	43
411	110	418.98	391.29	43
412	111	209.75	427.32	43
413	87	461.27	481.29	43
414	112	431.06	161.62	44
415	139	296.92	237.20	44
416	130	379.32	257.76	44
417	147	20.80	314.83	44
418	98	473.62	340.31	44
419	131	106.51	354.31	44
420	118	335.19	354.58	44
421	119	421.08	390.99	44
422	120	211.38	428.10	44
423	107	459.99	478.86	44
424	133	431.67	161.64	45
425	147	296.09	237.08	45
426	138	379.97	259.32	45
427	157	20.32	316.01	45
428	111	473.20	339.80	45
429	139	106.72	354.67	45
430	130	334.29	354.24	45
431	127	421.41	390.19	45
432	132	211.81	427.50	45
433	123	459.30	478.33	45
434	105	430.69	162.27	46
435	137	295.68	236.93	46
436	129	380.06	259.14	46
437	148	20.26	315.95	46
438	96	473.97	338.78	46
439	132	106.62	354.49	46
440	114	335.36	354.49	46
441	114	421.92	391.24	46
442	117	211.82	428.12	46
443	96	459.41	478.39	46
444	104	430.88	161.87	47
445	139	294.95	238.38	47
446	133	380.37	261.01	47
447	146	21.01	317.28	47
448	97	473.12	338.38	47
449	117	335.63	353.42	47
450	130	108.59	354.32	47
451	117	421.81	391.60	47
452	120	212.58	427.88	47
453	106	458.62	475.68	47
454	126	431.74	161.08	48
455	146	295.12	239.31	48
456	141	380.52	261.56	48
457	147	21.13	318.37	48
458	111	473.73	338.30	48
459	129	333.97	352.72	48
460	141	107.28	354.63	48
461	128	421.61	391.25	48
462	129	213.07	427.60	48
463	120	458.14	475.02	48
464	109	432.39	160.28	49
465	136	295.70	239.70	49
466	134	381.58	261.62	49
467	145	20.72	318.64	49
468	98	473.71	337.63	49
469	115	333.94	352.41	49
470	132	107.27	354.97	49
471	117	420.64	391.85	49
472	115	212.99	426.97	49
473	108	457.40	474.68	49
474	117	433.04	159.92	50
475	136	295.42	239.77	50
476	129	382.33	262.00	50
477	144	20.99	318.87	50
478	116	333.16	352.20	50
479	129	107.36	354.03	50
480	116	420.97	390.19	50
481	116	213.45	427.20	50
482	102	457.75	473.56	50
483	126	432.18	160.16	51
484	145	295.43	239.80	51
485	138	381.38	263.23	51
486	153	20.42	320.11	51
487	113	474.23	337.62	51
488	141	107.01	351.29	51
489	132	332.62	352.42	51
490	130	420.29	391.42	51
491	129	212.41	427.12	51
492	120	455.82	473.22	51
493	113	432.00	158.51	52
494	135	296.26	239.41	52
495	135	381.30	262.29	52
496	147	19.93	319.87	52
497	101	473.19	338.96	52
498	134	106.45	350.72	52
499	120	332.86	352.29	52
500	117	421.20	391.23	52
501	117	212.25	427.26	52
502	111	456.87	474.00	52
503	135	295.57	240.05	53
504	126	381.20	263.17	53
505	146	19.06	320.06	53
506	133	106.18	350.27	53
507	120	332.52	352.05	53
508	112	420.71	390.72	53
509	118	211.71	427	53
510	103	456.14	473.18	53
511	128	432.24	157.37	54
512	145	294.64	239.50	54
513	139	381.44	261.88	54
514	149	21.00	319.76	54
515	108	472.38	340.72	54
516	143	106.95	349.43	54
517	130	333.62	351.33	54
518	124	422.06	390.35	54
519	131	213.17	426.58	54
520	122	457.77	473.42	54
521	119	433.03	156.13	55
522	140	293.22	241.06	55
523	134	380.90	261.49	55
524	146	21.82	319.15	55
525	101	473.42	342.14	55
526	137	106.86	349.43	55
527	119	335.11	351.97	55
528	117	423.16	392.07	55
529	120	212.87	427.13	55
530	108	458.32	474.15	55
531	103	433.75	155.35	56
532	134	293.19	241.52	56
533	130	380.75	261.57	56
534	142	21.53	318.87	56
535	133	106.99	349.04	56
536	113	335.57	352.26	56
537	110	423.79	392.65	56
538	115	212.43	427.80	56
539	102	458.83	474.84	56
540	128	434.20	155.52	57
541	142	292.35	242.77	57
542	139	380.72	261.43	57
543	148	21.70	319.41	57
544	113	473.96	343.77	57
545	141	106.79	349.78	57
546	129	336.59	352.31	57
547	125	423.92	392.10	57
548	128	212.26	427.27	57
549	124	458.34	474.91	57
550	114	435.72	155.18	58
551	141	291.35	243.73	58
552	134	379.59	262.41	58
553	146	22.11	320.05	58
554	105	475.29	342.31	58
555	135	107.56	349.35	58
556	121	335.76	352.38	58
557	121	424.05	393.46	58
558	118	211.03	426.86	58
559	110	458.68	473.30	58
560	135	291.01	244.07	59
561	123	380.19	262.74	59
562	144	21.84	320.14	59
563	128	107.72	350.57	59
564	114	335.83	352.54	59
565	112	424.75	394.30	59
566	111	211.16	426.83	59
567	132	436.80	155.96	60
568	146	290.95	244.08	60
569	142	380.23	263.22	60
570	147	22.51	320.62	60
571	112	475.11	342.74	60
572	141	107.85	350.66	60
573	129	336.74	352.41	60
574	127	425.41	394.51	60
575	129	211.43	426.59	60
576	123	459.49	473.79	60
577	120	436.82	156.38	61
578	142	290.63	246.33	61
579	137	381.11	263.26	61
580	148	23.14	320.86	61
581	103	475.36	343.06	61
582	139	108.64	349.77	61
583	123	335.82	352.80	61
584	120	424.99	394.12	61
585	123	211.40	426.59	61
586	115	458.87	474.53	61
587	99	437.74	155.56	62
588	133	290.81	246.46	62
589	126	381.56	264.43	62
590	144	22.24	318.61	62
591	127	108.84	351.56	62
592	110	335.25	353.53	62
593	115	425.58	395.00	62
594	115	212.44	427.63	62
595	91	459.31	474.04	62
596	127	437.41	154.81	63
597	146	291.23	245.18	63
598	138	381.52	265.09	63
599	149	21.79	317.98	63
600	106	476.50	342.42	63
601	138	108.67	352.33	63
602	128	333.96	353.49	63
603	128	426.13	395.27	63
604	127	213.58	427.75	63
605	121	460.50	473.70	63
606	125	437.01	155.08	64
607	143	290.54	246.60	64
608	138	381.46	265.35	64
609	146	22.57	317.40	64
610	109	475.97	342.20	64
611	140	109.06	352.61	64
612	127	334.66	354.96	64
613	127	425.59	396.39	64
614	124	213.67	428.15	64
615	114	460.67	474.08	64
616	98	438.77	155.12	65
617	129	291.65	245.84	65
618	123	381.30	266.90	65
619	138	21.54	315.57	65
620	111	333.48	352.94	65
621	130	109.62	354.42	65
622	110	425.72	394.82	65
623	113	215.30	427.40	65
624	119	439.81	155.56	66
625	137	292.28	245.47	66
626	136	381.40	267.22	66
627	149	21.32	315.30	66
628	111	474.80	342.58	66
629	126	333.84	352.70	66
630	131	109.42	354.77	66
631	125	425.61	395.43	66
632	125	215.64	427.54	66
633	119	458.60	472.40	66
634	125	440.63	156.24	67
635	146	291.48	245.29	67
636	138	381.46	267.35	67
637	152	20.84	316.26	67
638	111	474.74	343.17	67
639	140	109.73	354.11	67
640	126	334.14	353.61	67
641	127	425.92	395.42	67
642	128	215.81	427.81	67
643	119	458.06	472.66	67
644	100	441.07	157.49	68
645	135	290.50	245.60	68
646	124	381.96	267.03	68
647	142	21.96	316.61	68
648	108	333.63	352.70	68
649	127	109.93	355.45	68
650	116	426.02	396.34	68
651	113	215.84	427.66	68
652	92	457.86	472.37	68
653	119	439.87	156.92	69
654	138	291.47	245.50	69
655	135	382.40	267.70	69
656	149	21.92	315.14	69
657	125	333.95	352.48	69
658	129	110.44	356.65	69
659	124	425.20	397.12	69
660	123	217.26	428.05	69
661	113	458.66	471.47	69
662	135	438.94	156.82	70
663	143	290.60	246.37	70
664	142	382.18	267.71	70
665	150	22.04	315.35	70
666	114	471.91	340.85	70
667	131	334.20	352.42	70
668	139	110.92	357.05	70
669	132	425.35	397.76	70
670	132	218.02	427.60	70
671	122	458.02	471.46	70
672	117	438.13	157.20	71
673	131	290.94	246.29	71
674	131	383.55	268.19	71
675	147	21.97	315.17	71
676	115	333.30	352.13	71
677	131	110.90	356.39	71
678	112	425.02	397.54	71
679	112	218.38	427.67	71
680	113	435.65	158.14	72
681	137	291.47	248.78	72
682	131	382.01	267.64	72
683	147	24.02	314.53	72
684	100	471.29	340.04	72
685	120	335.49	352.04	72
686	132	112.30	357.83	72
687	116	425.09	398.53	72
688	119	220.32	426.73	72
689	113	458.85	470.36	72
690	127	434.08	158.19	73
691	143	291.95	249.22	73
692	140	381.54	267.48	73
693	154	23.55	314.88	73
694	111	471.25	339.80	73
695	127	336.11	354.26	73
696	142	111.46	357.76	73
697	127	425.37	398.43	73
698	128	220.60	426.33	73
699	124	460.59	470.11	73
700	107	433.64	158.35	74
701	137	291.50	249.81	74
702	125	382.27	266.94	74
703	146	22.62	314.95	74
704	96	471.27	340.11	74
705	112	336.74	353.94	74
706	129	112.21	358.10	74
707	115	425.79	398.55	74
708	114	220.54	426.67	74
709	99	460.89	469.99	74
710	118	432.34	158.98	75
711	138	292.04	251.87	75
712	129	381.52	267.38	75
713	146	23.29	314.41	75
714	96	471.45	340.01	75
715	119	336.96	353.42	75
716	133	112.53	357.48	75
717	121	426.60	397.92	75
718	121	220.53	426.51	75
719	107	461.87	469.82	75
720	125	431.67	160.19	76
721	147	292.87	252.79	76
722	140	379.99	266.45	76
723	151	22.61	315.71	76
724	111	472.97	338.73	76
725	131	336.57	354.58	76
726	136	110.59	358.51	76
727	127	426.84	399.09	76
728	128	222.47	426.59	76
729	123	463.28	469.87	76
730	110	431.90	160.37	77
731	138	294.20	252.51	77
732	130	380	266.02	77
733	148	21.70	315.35	77
734	95	472.39	338.06	77
735	117	336.82	354.30	77
736	128	110.26	358.38	77
737	116	426.07	399.28	77
738	111	222.78	427.30	77
739	113	431.28	160.72	78
740	139	293.46	252.54	78
741	132	380.20	266.30	78
742	143	22.38	316.00	78
743	116	336.44	354.18	78
744	129	110.22	358.34	78
745	121	427.01	399.06	78
746	116	223.59	427.06	78
747	103	463.82	470.20	78
748	130	433.58	159.51	79
749	147	294.14	251.46	79
750	140	378.69	266.16	79
751	149	22.47	314.22	79
752	112	472.18	337.64	79
753	131	335.75	352.98	79
754	137	109.53	357.47	79
755	126	424.75	398.78	79
756	128	224.62	427.51	79
757	122	462.32	469.75	79
758	116	433.43	159.63	80
759	139	295.11	252.22	80
760	130	378.55	265.90	80
761	147	22.55	314.11	80
762	116	335.96	353.03	80
763	126	109.06	357.57	80
764	115	424.80	398.88	80
765	111	224.28	427.64	80
766	102	461.80	469.83	80
767	111	433.19	160.28	81
768	139	295.30	252.38	81
769	129	378.55	265.10	81
770	145	22.98	314.69	81
771	115	336.37	352.47	81
772	131	108.90	357.72	81
773	119	424.99	398.12	81
774	112	222.95	428.81	81
775	101	462.30	469.92	81
776	130	433.92	160.06	82
777	146	296.17	253.14	82
778	143	379.42	264.66	82
779	152	23.11	313.84	82
780	112	471.18	338.66	82
781	128	336	353.24	82
782	142	109.01	357.23	82
783	127	425.76	397.90	82
784	127	222.45	428.04	82
785	122	461.62	469.05	82
786	112	433.67	159.06	83
787	138	297.30	252.20	83
788	132	379.20	264.42	83
789	147	24.13	312.94	83
790	116	334.80	354.41	83
791	131	110.06	358.21	83
792	120	425.05	398.41	83
793	107	462.01	468.61	83
794	104	434.57	158.91	84
795	137	296.97	251.51	84
796	126	379.32	265.02	84
797	141	23.34	312.56	84
798	93	471.51	340.81	84
799	112	335.05	354.89	84
800	129	109.37	358.09	84
801	114	425.61	399	84
802	113	223.77	428.89	84
803	132	434.89	158.85	85
804	147	296.89	251.65	85
805	144	378.04	264.74	85
806	152	23.92	312.61	85
807	113	470.69	341.47	85
808	131	334.74	354.94	85
809	137	109.83	358.33	85
810	125	425.22	398.41	85
811	127	224.26	429.35	85
812	120	462.70	468.94	85
813	118	435.81	159.40	86
814	136	295.79	251.46	86
815	130	378.45	264.82	86
816	145	23.02	311.73	86
817	97	471.79	340.86	86
818	116	335.66	355.87	86
819	130	109.32	357.34	86
820	118	426.09	398.70	86
821	117	224.85	428.95	86
822	106	436.15	159.38	87
823	135	295.69	251.89	87
824	125	379.51	264.74	87
825	142	21.82	310.40	87
826	113	335.86	356.24	87
827	127	109.30	357.43	87
828	113	426.00	400.62	87
829	110	225.65	428.67	87
830	132	436.49	158.27	88
831	146	295.29	251.97	88
832	142	379.43	264.56	88
833	151	21.22	309.96	88
834	109	472.24	339.05	88
835	143	108.67	356.71	88
836	128	335.82	356.63	88
837	129	425.87	400.83	88
838	129	225.69	429.19	88
839	118	464.88	469.81	88
840	122	436.47	159.06	89
841	139	294.36	253.68	89
842	135	379.72	264.72	89
843	151	22.00	308.84	89
844	101	472.23	338.73	89
845	135	109.55	356.60	89
846	122	335.80	356.08	89
847	120	425.23	401.08	89
848	122	226.48	429.63	89
849	115	464.11	470.55	89
850	105	436.06	158.56	90
851	135	294.47	254.37	90
852	126	381.81	265.32	90
853	139	21.38	307.46	90
854	124	108.50	357.11	90
855	108	337.23	356.52	90
856	107	424.42	402.19	90
857	106	226.75	428.22	90
858	91	463.21	472.19	90
859	128	437.34	158.63	91
860	145	294.00	254.12	91
861	139	382.95	266.39	91
862	151	20.81	306.84	91
863	108	474.07	336.19	91
864	130	337.51	355.83	91
865	136	107.28	358.57	91
866	123	424.48	402.37	91
867	125	227.37	428.79	91
868	116	463.84	472.82	91
869	122	436.29	158.20	92
870	142	293.35	254.78	92
871	139	383.12	266.39	92
872	149	21.08	307.04	92
873	105	473.77	336.13	92
874	126	337.81	356.31	92
875	138	107.20	357.22	92
876	120	424.36	402.31	92
877	125	226.51	428.00	92
878	118	464.60	473.69	92
879	102	437.73	158.63	93
880	129	292.24	254.97	93
881	122	384.66	267.76	93
882	142	21.87	305.63	93
883	112	337.62	354.88	93
884	120	106.71	358.35	93
885	109	422.98	402.75	93
886	103	226.11	428.83	93
887	88	463.40	472.07	93
888	127	437.86	159.11	94
889	144	292.33	254.92	94
890	137	386.21	267.52	94
891	150	20.65	305.27	94
892	108	475.19	335.10	94
893	129	337.57	355.80	94
894	133	105.74	358.82	94
895	125	422.77	402.61	94
896	122	226.18	428.14	94
897	115	463.11	471.53	94
898	127	438.09	159.87	95
899	146	293.07	254.90	95
900	138	387.36	266.88	95
901	150	20.08	305.05	95
902	110	475.30	335.16	95
903	132	336.95	355.13	95
904	139	105.26	358.91	95
905	123	422.66	401.78	95
906	123	226.32	427.77	95
907	121	462.29	472.05	95
908	115	436.91	159.06	96
909	133	291.82	255.30	96
910	122	387.39	268.18	96
911	140	19.52	305.54	96
912	110	337.95	355.63	96
913	122	105.02	359.35	96
914	107	423.72	402.33	96
915	111	225.82	426.93	96
916	90	462.26	471.39	96
917	142	293.17	255.82	97
918	133	388.55	266.85	97
919	145	18.37	304.61	97
920	106	473.31	334.29	97
921	124	336.70	355.31	97
922	133	102.80	358.71	97
923	121	422.49	401.75	97
924	121	226.82	426.91	97
925	113	462.80	470.15	97
926	127	436.26	160.49	98
927	144	293.42	256.62	98
928	139	389.26	266.54	98
929	153	17.26	304.84	98
930	109	472.45	335.03	98
931	133	336.67	354.81	98
932	140	101.92	358.41	98
933	121	423.74	402.41	98
934	125	227.40	428.35	98
935	119	462.74	470.07	98
936	102	436.40	160.84	99
937	136	293.32	256.44	99
938	127	388.52	266.83	99
939	145	17.86	303.96	99
940	112	336.51	355.80	99
941	125	100.93	358.81	99
942	110	423.41	402.55	99
943	110	227.37	428.49	99
944	93	462.32	470.18	99
945	129	436.79	160.03	100
946	139	294.00	257.83	100
947	136	389.22	267.70	100
948	149	18.30	303.02	100
949	124	336.91	355.29	100
950	135	100.59	357.53	100
951	123	424.83	401.61	100
952	123	228.87	428.57	100
953	113	464.13	469.72	100
954	133	435.78	160.18	101
955	144	294.09	258.12	101
956	141	389.45	267.27	101
957	150	17.10	302.42	101
958	107	471.02	335.63	101
959	132	335.47	355.64	101
960	141	100.12	356.37	101
961	127	425.49	400.73	101
962	128	228.80	429.52	101
963	119	464.11	469.59	101
964	112	435.34	159.42	102
965	135	293.71	257.54	102
966	126	389.38	266.90	102
967	142	16.65	303	102
968	129	99.00	356.00	102
969	117	335.42	355.40	102
970	113	426.08	399.90	102
971	108	228.85	431.18	102
972	98	463.99	469.33	102
973	118	435.32	160.39	103
974	143	293.18	258.28	103
975	136	389.46	267.32	103
976	146	16.11	302.30	103
977	99	471.44	336.43	103
978	136	100.63	355.84	103
979	121	335.04	355.66	103
980	121	426.16	398.91	103
981	116	228.16	430.44	103
982	107	462.76	469.80	103
983	133	435.55	158.71	104
984	145	293.33	258.36	104
985	140	390.21	267.79	104
986	147	17.72	302.38	104
987	108	470.02	337.46	104
988	140	99.25	355.90	104
989	130	333.48	357.03	104
990	124	424.93	399.78	104
991	128	227.61	431.65	104
992	111	435.99	159.17	105
993	137	293.93	258.36	105
994	129	390.48	267.85	105
995	144	17.10	302.17	105
996	133	98.44	356.43	105
997	115	332.86	357.38	105
998	115	425.17	399.63	105
999	112	228.96	432.06	105
