ID	Area	X	Y	Slice
12566	114	499.25	464.26	1340
12567	115	285.60	517.04	1340
12568	109	425.86	121.57	1341
12569	124	493.03	213.24	1341
12570	140	218.36	228.49	1341
12571	137	95.42	310.86	1341
12572	113	384.11	332.62	1341
12573	127	110.34	378.67	1341
12574	107	445.05	409.57	1341
12575	91	284.70	516.59	1341
12576	123	425.61	122.09	1342
12577	141	492.00	212.20	1342
12578	146	218.98	227.83	1342
12579	147	95.05	310.66	1342
12580	108	478.08	323.08	1342
12581	130	383.48	332.33	1342
12582	134	111.77	377.24	1342
12583	120	445.09	408.81	1342
12584	113	500.95	465.33	1342
12585	116	284.47	517.15	1342
12586	125	424.85	121.30	1343
12587	136	492.35	213.30	1343
12588	147	218.99	226.48	1343
12589	144	94.69	310.50	1343
12590	110	478.07	324.25	1343
12591	131	380.83	333.41	1343
12592	130	111.41	377.87	1343
12593	123	445.91	409.39	1343
12594	110	499.51	464.75	1343
12595	115	283.51	516.23	1343
12596	103	424.30	121.13	1344
12597	133	494.29	211.80	1344
12598	139	218.77	225.86	1344
12599	136	94.36	310.51	1344
12600	86	479.26	324.24	1344
12601	111	380.62	333.84	1344
12602	127	110.76	378.19	1344
12603	113	446.38	408.95	1344
12604	120	423.22	122.19	1345
12605	136	494.04	212.37	1345
12606	146	219.10	226.12	1345
12607	141	94.49	310.34	1345
12608	105	479.19	324.68	1345
12609	129	380.41	332.59	1345
12610	136	111.93	378.47	1345
12611	123	446.32	409.47	1345
12612	115	500.55	463.93	1345
12613	118	282.71	515	1345
12614	123	422.54	122.16	1346
12615	140	494.16	211.65	1346
12616	146	219.55	224.59	1346
12617	145	95.11	311.01	1346
12618	116	480.66	325.15	1346
12619	131	379.51	332.18	1346
12620	135	111.64	377.83	1346
12621	126	445.95	408.53	1346
12622	116	499.87	464.99	1346
12623	118	283.12	515.12	1346
12624	101	422.53	120.76	1347
12625	128	495.46	210.23	1347
12626	135	219.63	223.15	1347
12627	139	96.05	311.06	1347
12628	115	378.94	332.80	1347
12629	124	111.38	378.80	1347
12630	110	446.30	408.77	1347
12631	95	282.68	516.04	1347
12632	116	422.41	120.41	1348
12633	140	495.94	210.23	1348
12634	143	219.57	222.66	1348
12635	140	96.76	310.46	1348
12636	99	480.71	328.45	1348
12637	128	380.06	332.80	1348
12638	133	110.29	378.09	1348
12639	122	446.25	408.18	1348
12640	108	498.45	466.93	1348
12641	118	282.60	515.82	1348
12642	126	422.44	120.80	1349
12643	143	496.12	209.19	1349
12644	147	219.83	221.71	1349
12645	145	95.96	309.64	1349
12646	113	481.33	328.16	1349
12647	136	378.81	333.21	1349
12648	135	111.56	378.43	1349
12649	128	446.20	409.30	1349
12650	119	498.35	467.05	1349
12651	121	283.42	516.38	1349
12652	98	421.88	120.38	1350
12653	123	496.33	210.52	1350
12654	136	220.76	223.19	1350
12655	134	97.54	309.54	1350
12656	118	379.47	332.82	1350
12657	125	111.66	376.46	1350
12658	110	445.96	407.74	1350
12659	92	497.16	467.41	1350
12660	96	281.53	516.58	1350
12661	110	421.44	121.15	1351
12662	134	495.81	209.72	1351
12663	141	220.49	223.63	1351
12664	139	96.96	310.25	1351
12665	124	379.30	332.73	1351
12666	131	111.55	376.37	1351
12667	116	446.20	408.65	1351
12668	106	496.94	467.79	1351
12669	110	283.05	516.64	1351
12670	144	496.18	209.72	1352
12671	146	220.91	223.14	1352
12672	147	96.98	309.15	1352
12673	109	480.00	330.31	1352
12674	136	378.99	333.62	1352
12675	136	112.29	376.88	1352
12676	125	446.93	408.76	1352
12677	118	497.09	467.97	1352
12678	124	282.24	517.20	1352
12679	123	494.74	210.00	1353
12680	140	221.14	222.36	1353
12681	134	97.23	309.60	1353
12682	114	379.73	333.60	1353
12683	121	111.97	376.88	1353
12684	109	445.52	408.97	1353
12685	91	496.04	467.40	1353
12686	95	283.93	517.43	1353
12687	107	421.00	123.33	1354
12688	127	494.60	208.88	1354
12689	139	221.67	223.99	1354
12690	141	97.06	309.02	1354
12691	95	477.96	329.94	1354
12692	125	379.08	332.77	1354
12693	128	111.64	375.84	1354
12694	116	444.37	408.72	1354
12695	99	496.67	466.01	1354
12696	103	283.71	516.28	1354
12697	138	495.39	208.25	1355
12698	148	222	223.18	1355
12699	145	96.52	309.22	1355
12700	114	477.88	329.14	1355
12701	133	379.22	332.49	1355
12702	143	111.95	374.91	1355
12703	127	444.06	409.19	1355
12704	116	497.05	466.02	1355
12705	123	283.65	516.11	1355
12706	111	420.06	123.05	1356
12707	130	496.02	208.85	1356
12708	140	222.19	223.79	1356
12709	139	97.28	309.45	1356
12710	121	379.22	333.35	1356
12711	124	112.92	375.66	1356
12712	116	443.82	409.53	1356
12713	100	283.77	517.13	1356
12714	103	420.20	124.67	1357
12715	129	494.86	208.08	1357
12716	139	223.31	223.32	1357
12717	133	95.76	309.62	1357
12718	121	379.17	332.69	1357
12719	124	112.95	374.79	1357
12720	115	443.50	407.54	1357
12721	95	496.73	464.43	1357
12722	99	283.84	514.85	1357
12723	128	420.38	123.91	1358
12724	139	493.26	208.31	1358
12725	145	223.13	223.20	1358
12726	140	94.42	308.41	1358
12727	113	476.92	329.00	1358
12728	137	380.08	332.30	1358
12729	137	112.51	374.52	1358
12730	128	443.22	407.97	1358
12731	116	497.16	464.78	1358
12732	119	284.16	515.90	1358
12733	120	420.28	122.61	1359
12734	129	493.19	208.00	1359
12735	141	222.69	222.85	1359
12736	137	94.05	308.59	1359
12737	127	379.52	332.14	1359
12738	130	111.10	374.81	1359
12739	116	442.82	408.47	1359
12740	106	283.42	515.77	1359
12741	103	420.34	123.67	1360
12742	128	492.26	208.83	1360
12743	139	223.35	223.33	1360
12744	134	94.51	307.51	1360
12745	94	476.39	327.01	1360
12746	118	379.82	332.54	1360
12747	123	111.90	375.52	1360
12748	109	442.45	408.91	1360
12749	96	497.50	464.42	1360
12750	96	284.28	516.79	1360
12751	119	419.90	124.10	1361
12752	139	490.89	208.76	1361
12753	145	224.17	225.06	1361
12754	144	94.19	306.03	1361
12755	112	476.60	328.64	1361
12756	132	381.33	331.16	1361
12757	136	111.38	374.87	1361
12758	127	443.23	408.16	1361
12759	118	498.73	464.97	1361
12760	120	284.98	516.12	1361
12761	114	420.07	123.10	1362
12762	136	490.26	207.67	1362
12763	144	223.06	225.45	1362
12764	140	93.43	305.99	1362
12765	104	476.22	328.22	1362
12766	123	381.26	331.59	1362
12767	132	109.95	374.22	1362
12768	118	444.06	408.24	1362
12769	107	499.86	464.92	1362
12770	110	284.23	516.93	1362
12771	100	420.16	123.48	1363
12772	122	491.08	208.05	1363
12773	140	222.97	225.22	1363
12774	132	93.37	306.80	1363
12775	119	381.26	331.06	1363
12776	124	109.81	374.35	1363
12777	115	443.33	407.95	1363
12778	97	498.85	465.55	1363
12779	100	284.59	516.71	1363
12780	124	420.60	121.62	1364
12781	139	489.52	207.48	1364
12782	145	222.23	226.28	1364
12783	149	92.98	304.76	1364
12784	113	475.60	327.42	1364
12785	129	382.38	331.80	1364
12786	137	109.59	371.85	1364
12787	128	444.44	408.13	1364
12788	116	498.76	465.59	1364
12789	118	283.08	517.17	1364
12790	110	421.22	120.99	1365
12791	133	490.18	207.34	1365
12792	147	222.64	225.55	1365
12793	142	92.62	304.70	1365
12794	105	475.83	327.11	1365
12795	126	382.51	331.70	1365
12796	130	109.64	371.12	1365
12797	119	445.02	408.35	1365
12798	111	497.09	465.97	1365
12799	106	283.51	516.84	1365
12800	110	421.85	120.56	1366
12801	127	490.44	206.85	1366
12802	136	222.18	224.87	1366
12803	138	92.77	304.68	1366
12804	117	383.30	332.07	1366
12805	127	109.16	371.07	1366
12806	108	445.63	408.86	1366
12807	92	496.86	466.05	1366
12808	98	282.97	516.61	1366
12809	123	421.88	121.49	1367
12810	139	490.44	206.48	1367
12811	144	223.25	225.33	1367
12812	147	93.19	304.75	1367
12813	114	474.75	326.36	1367
12814	129	383.28	332.21	1367
12815	134	109.37	370.34	1367
12816	125	444.52	409.13	1367
12817	117	496.38	466.47	1367
12818	121	283.30	516.87	1367
12819	114	423.06	121.50	1368
12820	134	490.38	205.87	1368
12821	143	224.74	226.17	1368
12822	140	94.45	304.76	1368
12823	103	476.19	327.42	1368
12824	129	383.34	331.09	1368
12825	136	108.75	370.02	1368
12826	118	445.31	407.48	1368
12827	105	495.75	467.78	1368
12828	112	284.79	517.04	1368
12829	99	424.57	121.55	1369
12830	124	490.15	205.01	1369
12831	138	225.30	226.32	1369
12832	133	95.67	305.30	1369
12833	93	476.39	326.55	1369
12834	118	381.74	330.49	1369
12835	124	108.08	370.47	1369
12836	112	446.44	406.36	1369
12837	82	495.22	468.07	1369
12838	91	285.60	516.70	1369
12839	123	423.91	121.16	1370
12840	138	490.46	205.52	1370
12841	143	225.53	225.65	1370
12842	143	95.65	304.91	1370
12843	104	476.14	327.89	1370
12844	127	382.65	329.85	1370
12845	135	108.75	370.31	1370
12846	125	446.38	406.45	1370
12847	111	494.96	468.15	1370
12848	115	286.09	516.58	1370
12849	117	425.71	121.94	1371
12850	137	489.50	204.50	1371
12851	146	224.90	225.61	1371
12852	109	473.98	328.00	1371
12853	137	107.99	370.16	1371
12854	121	447.64	405.21	1371
12855	112	494.51	467.21	1371
12856	115	287.21	516.22	1371
12857	101	425.91	122.55	1372
12858	125	491.18	203.17	1372
12859	140	224.93	225.67	1372
12860	134	97.93	306.28	1372
12861	85	473.49	326.34	1372
12862	114	381.03	329.89	1372
12863	124	107.80	371.09	1372
12864	104	447.51	404.91	1372
12865	88	494	467.18	1372
12866	96	287.76	516.60	1372
12867	117	425.35	122.55	1373
12868	136	491.22	203	1373
12869	149	225.10	225.06	1373
12870	143	97.89	306.24	1373
12871	107	472.96	326.81	1373
12872	127	381.28	330.63	1373
12873	137	107.98	371.38	1373
12874	123	447.78	404.36	1373
12875	109	494.64	467.67	1373
12876	111	288.27	517.29	1373
12877	127	425.59	122.96	1374
12878	139	490.65	202.19	1374
12879	147	224.66	225.28	1374
12880	144	98.26	306.34	1374
12881	107	472.49	326.10	1374
12882	131	380.95	329.97	1374
12883	138	109.05	370.59	1374
12884	122	447.10	404.08	1374
12885	110	493.83	466.85	1374
12886	116	288.56	517.11	1374
12887	99	425.33	123.54	1375
12888	122	492.67	200.83	1375
12889	136	224.79	225.90	1375
12890	133	98.16	305.38	1375
12891	120	380.71	331.27	1375
12892	123	109.00	370.86	1375
12893	109	447.20	404.53	1375
12894	86	495.58	468.23	1375
12895	115	425.17	123.91	1376
12896	141	494.79	199.98	1376
12897	143	224.49	226.44	1376
12898	140	97.86	304.40	1376
12899	103	472.19	325.29	1376
12900	126	381.17	331.70	1376
12901	139	108.87	371.14	1376
12902	117	447.13	405.47	1376
12903	109	495.97	468.83	1376
12904	113	286.98	516.93	1376
12905	129	424.35	123.79	1377
12906	138	494.39	200.42	1377
12907	149	224.40	226.37	1377
12908	145	97.91	303.47	1377
12909	110	472.05	325.23	1377
12910	131	381.58	331.42	1377
12911	139	108.85	372.15	1377
12912	128	447.37	405.65	1377
12913	116	496.53	468.06	1377
12914	121	287.05	517.29	1377
12915	107	425.32	125.14	1378
12916	128	495.29	199.44	1378
12917	137	223.05	226.78	1378
12918	134	97.71	303.58	1378
12919	119	381.19	331.55	1378
12920	126	109.16	370.43	1378
12921	109	446.56	405.33	1378
12922	114	425.21	126.53	1379
12923	134	496.60	199.43	1379
12924	144	222.06	226.62	1379
12925	140	99.21	303.57	1379
12926	102	471.42	326.46	1379
12927	127	382.01	331.44	1379
12928	132	108.67	370.11	1379
12929	120	447.31	406.62	1379
12930	105	497.11	470.12	1379
12931	110	287.57	516.64	1379
12932	125	426.11	127.13	1380
12933	146	497.32	199.97	1380
12934	148	221.61	226.19	1380
12935	146	98.66	304.17	1380
12936	110	471.31	326.13	1380
12937	132	381.56	331.69	1380
12938	142	108.15	370.38	1380
12939	132	447.61	407.35	1380
12940	121	497.43	471.02	1380
12941	119	287.03	516.17	1380
12942	129	496.65	200.48	1381
12943	136	221.38	226	1381
12944	137	99.51	303.60	1381
12945	112	382.33	331.07	1381
12946	129	107.97	369.44	1381
12947	109	448.23	407.54	1381
12948	100	287.28	515.87	1381
12949	110	425.26	127.91	1382
12950	131	496.56	199.90	1382
12951	139	219.81	226.95	1382
12952	136	101.29	305.18	1382
12953	123	381.48	329.61	1382
12954	128	109.24	370.84	1382
12955	120	448.18	406.98	1382
12956	104	497.41	468.53	1382
12957	106	286.75	516.82	1382
12958	138	425.58	126.99	1383
12959	143	496.52	198.88	1383
12960	147	219.17	227.35	1383
12961	145	101.72	304.93	1383
12962	112	469.90	326	1383
12963	135	381.47	327.65	1383
12964	137	109.09	370.87	1383
12965	127	448.46	407.03	1383
12966	117	496.91	468.47	1383
12967	122	285.23	516.89	1383
12968	113	425.15	126.92	1384
12969	133	496.83	198.52	1384
12970	141	218.95	227.49	1384
12971	134	101.58	305.52	1384
12972	96	470.35	327.15	1384
12973	119	381.11	328.58	1384
12974	128	108	370.48	1384
12975	119	447.32	406.86	1384
12976	102	285	517.36	1384
12977	106	424.37	127.57	1385
12978	125	496.16	198.08	1385
12979	139	217.46	228.54	1385
12980	137	101.84	304.99	1385
12981	98	470.03	326.54	1385
12982	116	381.21	327.11	1385
12983	130	109.52	370.43	1385
12984	113	447.65	406.45	1385
12985	100	494.52	467.97	1385
12986	102	283.93	516.88	1385
12987	123	425.13	127.54	1386
12988	139	494.62	197.52	1386
12989	145	217.54	228.29	1386
12990	139	102.29	304.43	1386
12991	131	380.71	326.07	1386
12992	113	470.87	327.74	1386
12993	136	109.57	370.02	1386
12994	127	448.81	406.32	1386
12995	114	494.82	467.84	1386
12996	123	282.53	517.41	1386
12997	105	426.20	127.44	1387
12998	128	494.09	198.29	1387
12999	139	216.23	229.01	1387
13000	141	102.56	304.76	1387
13001	121	380.24	325.97	1387
13002	94	471.21	327.72	1387
13003	126	109.14	369.79	1387
13004	119	449.43	407.16	1387
13005	98	494.04	468.34	1387
13006	106	281.06	518.58	1387
13007	104	426.11	126.52	1388
13008	132	493.39	198.23	1388
13009	142	216.99	228.46	1388
13010	138	102.66	304.78	1388
13011	120	380.38	326.72	1388
13012	92	471.64	328.23	1388
13013	132	108.87	370.14	1388
13014	113	449.26	406.32	1388
13015	99	494.69	468.08	1388
13016	102	282.21	518.15	1388
13017	126	425.68	127.12	1389
13018	136	491.80	200.46	1389
13019	148	216.25	229.70	1389
13020	141	102.16	304.75	1389
13021	132	378.96	325.36	1389
13022	112	469.77	329.10	1389
13023	138	109.85	368.20	1389
13024	129	449.79	407.65	1389
13025	120	492.65	467.98	1389
13026	119	280.26	518.83	1389
13027	114	425.39	126.73	1390
13028	127	492.89	202.28	1390
13029	141	216.20	229.24	1390
13030	137	101.57	305.56	1390
13031	123	379.74	325.43	1390
13032	95	469.34	330.01	1390
13033	130	109.54	368.97	1390
13034	122	449.88	408.62	1390
13035	101	493.16	468.35	1390
13036	104	280.98	519.34	1390
13037	108	426.76	127.54	1391
13038	128	492.30	202.57	1391
13039	139	216.26	228.55	1391
13040	137	101.48	304.87	1391
13041	118	378.81	325.54	1391
13042	132	109.10	368.61	1391
13043	113	450.34	408.95	1391
13044	97	492.87	468.75	1391
13045	101	281.20	519.10	1391
13046	126	425.17	127.52	1392
13047	139	491.69	202.77	1392
13048	149	217.37	227.96	1392
13049	147	100.99	305.47	1392
13050	134	378.43	324.67	1392
13051	108	469.63	330.75	1392
13052	138	110.19	369.86	1392
13053	131	450.63	408.61	1392
13054	119	492.43	468.10	1392
13055	118	280.65	519.05	1392
13056	118	424.61	127.56	1393
13057	131	493.59	204.23	1393
13058	144	217.32	228.62	1393
13059	138	101.42	305.71	1393
13060	122	379.61	325.82	1393
13061	102	467.75	330.95	1393
13062	133	111.47	370.52	1393
13063	120	451.14	409.92	1393
13064	102	493.89	466.82	1393
13065	102	281.92	519.66	1393
13066	105	424.23	127.75	1394
13067	125	494.76	204.52	1394
13068	141	217.09	228.97	1394
13069	134	101.66	305.32	1394
13070	115	379.52	326.01	1394
13071	95	468.12	331.87	1394
13072	129	111.94	370.97	1394
13073	117	451.32	410.04	1394
13074	90	494.42	467	1394
13075	96	281.57	520.20	1394
13076	127	424.81	127.97	1395
13077	137	494.51	204.71	1395
13078	147	216.98	229.14	1395
13079	143	100.74	305.29	1395
13080	132	379.43	325.85	1395
13081	113	467.91	331.32	1395
13082	138	112.25	371.95	1395
13083	126	452.17	410.48	1395
13084	119	494.24	467.10	1395
13085	119	281.62	520.36	1395
13086	113	423.26	127.90	1396
13087	133	497.16	205.94	1396
13088	143	216.13	229.28	1396
13089	137	102.32	304.47	1396
13090	125	380.90	325.10	1396
13091	104	467.17	332.49	1396
13092	133	113.69	371.25	1396
13093	124	450.27	408.73	1396
13094	106	494.89	466.59	1396
13095	115	282.31	521.35	1396
13096	108	423.63	126.98	1397
13097	124	497.51	205.80	1397
13098	136	216.18	228.95	1397
13099	136	101.60	304.04	1397
13100	117	380.82	325.21	1397
13101	126	113.53	371.70	1397
13102	111	450.61	408.90	1397
13103	92	282.60	521.85	1397
13104	121	423.51	127.92	1398
13105	139	496.99	207.08	1398
13106	146	216.34	229.21	1398
13107	144	102.10	304.09	1398
13108	129	381.59	325.62	1398
13109	113	466.58	332.15	1398
13110	136	113.67	371.15	1398
13111	129	451.68	409.01	1398
13112	115	495.39	466.86	1398
13113	119	283.42	521.50	1398
13114	122	424.79	127.28	1399
13115	134	496.16	206.94	1399
13116	143	216.77	228.98	1399
13117	142	102.01	303.85	1399
13118	128	380.80	325.75	1399
13119	110	467.42	332.05	1399
13120	139	114.25	371.44	1399
13121	126	451.16	409.79	1399
13122	110	495.85	466.29	1399
13123	117	283.33	521.41	1399
13124	98	422.76	127.05	1400
13125	119	497.08	206.67	1400
13126	133	216.39	229.03	1400
13127	135	101.20	304.40	1400
13128	116	381.41	325.10	1400
13129	124	113.79	370.90	1400
13130	109	451.06	408.55	1400
13131	85	283.22	523.21	1400
13132	135	497.51	206.31	1401
13133	146	216.09	229.18	1401
13134	146	99.92	304.31	1401
13135	128	381.39	324.93	1401
13136	107	466.15	332.04	1401
13137	133	113.52	371.01	1401
13138	130	450.92	408.88	1401
13139	117	495.51	465.78	1401
13140	112	283.12	523.69	1401
13141	122	422.19	127.98	1402
13142	137	498.43	207.08	1402
13143	144	216.60	229.34	1402
13144	142	100.49	304.81	1402
13145	131	381.63	324.86	1402
13146	108	465.37	330.65	1402
13147	138	113.98	371.09	1402
13148	126	451.45	409.02	1402
13149	115	496.69	465.52	1402
13150	119	282.67	523.43	1402
13151	101	422.86	127.35	1403
13152	125	497.73	207.33	1403
13153	138	217.12	230.34	1403
13154	133	101.52	303.52	1403
13155	112	380.62	325.69	1403
13156	121	113.57	372.66	1403
13157	108	450.67	410.46	1403
13158	120	422.97	127.80	1404
13159	135	498.20	206.98	1404
13160	147	216.92	230.55	1404
13161	144	101.18	303.56	1404
13162	128	380.66	325.89	1404
13163	102	465.39	331.23	1404
13164	136	113.06	372.67	1404
13165	126	450.47	411.06	1404
13166	113	494.79	464.69	1404
13167	114	282.31	524.64	1404
13168	138	422.61	126.65	1405
13169	138	498.52	206.46	1405
13170	147	216.14	230.36	1405
13171	146	101.73	303.85	1405
13172	132	380.70	326.57	1405
13173	110	465	331.44	1405
13174	137	112.81	372.43	1405
13175	131	450.65	411.70	1405
13176	117	494.09	465.01	1405
13177	116	281.97	525.34	1405
13178	99	420.73	126.74	1406
13179	123	498.67	206.24	1406
13180	137	217.80	230.30	1406
13181	135	102.23	304.28	1406
13182	118	381.10	325.97	1406
13183	125	113.56	372.12	1406
13184	110	450.59	411.67	1406
13185	95	282.59	525.03	1406
13186	119	421.55	127.58	1407
13187	132	497.56	205.72	1407
13188	144	217.88	228.85	1407
13189	142	102.85	304.78	1407
13190	125	381.00	327.48	1407
13191	131	112.51	372.93	1407
13192	122	450.47	410.54	1407
13193	107	493.85	463.80	1407
13194	112	281.70	525.84	1407
13195	130	422.13	127.27	1408
13196	144	498.66	204.08	1408
13197	149	218.22	228.30	1408
13198	142	104.15	304.51	1408
13199	134	381.11	326.81	1408
13200	112	466.57	332.62	1408
13201	136	112.83	373.53	1408
13202	127	451.19	410.35	1408
13203	123	494.43	463.75	1408
13204	120	282.15	526.68	1408
13205	106	421.11	127.42	1409
13206	127	497.95	204.57	1409
13207	141	218.18	227.34	1409
13208	137	103.45	304.05	1409
13209	112	381.80	326.29	1409
13210	88	466.30	332.53	1409
13211	129	112.54	373.50	1409
13212	110	451.86	411.16	1409
13213	95	494.31	463.54	1409
13214	95	282.34	525.73	1409
13215	116	423.45	128.17	1410
13216	128	498.80	203.58	1410
13217	142	218.99	228.64	1410
13218	135	104.46	304.50	1410
13219	125	381.16	325.63	1410
13220	128	113.07	374.59	1410
13221	123	451.40	409.73	1410
13222	107	281.68	526.32	1410
13223	129	423.80	128.17	1411
13224	140	498.96	202.72	1411
13225	147	219.74	229.74	1411
13226	139	104.41	304.33	1411
13227	131	380.66	324.27	1411
13228	111	466.89	333.94	1411
13229	135	113.52	375.40	1411
13230	127	452.73	410.53	1411
13231	118	492.16	464.76	1411
13232	120	281.32	526.82	1411
13233	109	423.11	128.28	1412
13234	127	498.79	202.82	1412
13235	141	219.71	230.34	1412
13236	134	104.46	303.35	1412
13237	122	380.66	323.70	1412
13238	132	114.09	375.13	1412
13239	118	452.57	411.38	1412
13240	96	492.17	465.15	1412
13241	98	281.07	527.21	1412
13242	114	423.59	128.26	1413
13243	127	499.74	202.29	1413
13244	143	220.06	231.54	1413
13245	136	104.62	304.21	1413
13246	116	380.64	324	1413
13247	129	114.17	374.69	1413
13248	120	453.15	410.81	1413
13249	105	491.34	465.54	1413
13250	106	281.22	526.52	1413
13251	124	424.44	128.77	1414
13252	137	498.46	202.04	1414
13253	147	221.19	232.47	1414
13254	143	105.72	305.27	1414
13255	132	380.73	321.51	1414
13256	111	466.83	335.05	1414
13257	143	114.13	376.42	1414
13258	131	453.67	409.52	1414
13259	121	489.74	466.38	1414
13260	118	281.93	526.18	1414
13261	105	423.51	128.77	1415
13262	130	497.85	202.53	1415
13263	140	221.93	233.15	1415
13264	138	104.44	305.82	1415
13265	119	380.64	321.32	1415
13266	100	466.95	333.89	1415
13267	126	112.10	377.91	1415
13268	116	453.59	409.54	1415
13269	104	488.94	465.91	1415
13270	113	423.15	128.27	1416
13271	130	497.65	202.05	1416
13272	144	222.12	232.17	1416
13273	135	105.45	305.56	1416
13274	120	381.01	320.51	1416
13275	95	467.24	334.96	1416
13276	128	112.88	377.85	1416
13277	119	453.58	408.75	1416
13278	104	489.85	466.18	1416
13279	101	283.46	527.96	1416
13280	129	422.70	129.01	1417
13281	140	497.31	203.66	1417
13282	147	221.95	232.48	1417
13283	143	104.80	306.74	1417
13284	134	381.54	319.53	1417
13285	115	466.70	333.48	1417
13286	139	112.02	378.33	1417
13287	131	453.70	409.43	1417
13288	120	487.97	464.73	1417
13289	118	281.82	528.82	1417
13290	106	422.45	128.84	1418
13291	127	497.79	203.63	1418
13292	143	221.19	231.17	1418
13293	137	105.35	307.24	1418
13294	124	382.06	319.68	1418
13295	98	466.76	333.28	1418
13296	130	111.28	379.25	1418
13297	123	453.39	410.38	1418
13298	105	487.57	464.90	1418
13299	101	281.48	528.44	1418
13300	107	423.29	128.56	1419
13301	127	499.56	203.80	1419
13302	140	221.15	230.43	1419
13303	137	105.56	307.14	1419
13304	118	382.38	320.57	1419
13305	132	110.70	379.53	1419
13306	114	452.94	410.71	1419
13307	104	488.09	466.02	1419
13308	103	281.06	528.00	1419
13309	133	422.94	128.72	1420
13310	140	498.39	204.03	1420
13311	145	220.96	231.20	1420
13312	144	105.83	307.67	1420
13313	130	381.69	321.25	1420
13314	113	466.46	333.23	1420
13315	134	110.65	379.95	1420
13316	134	452.65	411.35	1420
13317	123	487.60	465.60	1420
13318	121	282.00	527.33	1420
13319	109	420.29	128.75	1421
13320	131	499.26	205.00	1421
13321	138	221.77	229.72	1421
13322	141	106.94	307.00	1421
13323	119	382.56	320.14	1421
13324	98	467.43	332.13	1421
13325	131	110.39	380.35	1421
13326	123	452.56	411.00	1421
13327	106	488.88	464.36	1421
13328	109	281.00	527.11	1421
13329	109	419.79	127.78	1422
13330	126	499.91	204.37	1422
13331	139	222.03	230.26	1422
13332	133	107.28	306.73	1422
13333	120	381.85	319.89	1422
13334	126	109.74	380.97	1422
13335	113	452.73	411.50	1422
13336	100	489.91	463.95	1422
13337	129	419.88	129.17	1423
13338	139	498.61	204.36	1423
13339	147	222.18	230.39	1423
13340	146	106.76	307.29	1423
13341	134	382.37	320.67	1423
13342	111	467.63	331.68	1423
13343	138	110.02	380.30	1423
13344	132	452.63	411.27	1423
13345	119	490.64	464.37	1423
13346	113	280.37	527.62	1423
13347	113	420.27	130.31	1424
13348	127	499.05	204.10	1424
13349	143	222.85	231.29	1424
13350	141	107.80	307.78	1424
13351	124	381.90	320.58	1424
13352	100	468.43	331.08	1424
13353	132	109.02	382.05	1424
13354	123	452.66	410.78	1424
13355	110	489.91	462.22	1424
13356	101	418.57	128.66	1425
13357	118	499.24	203.89	1425
13358	139	222.13	231.73	1425
13359	132	109.28	308.07	1425
13360	113	381.62	320.17	1425
13361	122	109.66	382.92	1425
13362	113	452.43	411.63	1425
13363	93	490.39	462.09	1425
13364	85	281.19	527.11	1425
13365	127	417.80	128.19	1426
13366	135	499.80	204.00	1426
13367	148	221.97	231.53	1426
13368	140	109.44	308.59	1426
13369	133	381.28	319.26	1426
13370	109	469.11	332.08	1426
13371	139	109.95	383.18	1426
13372	127	452.64	412.02	1426
13373	122	491.39	462.31	1426
13374	118	280.86	527.80	1426
13375	119	417.24	128.11	1427
13376	135	498.82	203.48	1427
13377	144	223.26	231.61	1427
13378	139	109.99	308.80	1427
13379	128	381.65	318.53	1427
13380	105	468.08	332.69	1427
13381	136	109.87	383.49	1427
13382	121	451.95	411.37	1427
13383	113	491.10	462.14	1427
13384	116	281.34	527.35	1427
13385	102	417.09	127.16	1428
13386	122	500.02	204.84	1428
13387	134	223.53	231.99	1428
13388	132	110.27	306.64	1428
13389	118	379.90	319.57	1428
13390	125	111.76	383.35	1428
13391	111	452.84	411.56	1428
13392	123	416.86	127.20	1429
13393	140	500.26	206.50	1429
13394	146	222.80	231.99	1429
13395	143	109.39	307.14	1429
13396	132	379.02	319.61	1429
13397	113	468.99	331.35	1429
13398	139	112.25	382.47	1429
13399	130	453.29	411.58	1429
13400	121	490.61	462.90	1429
13401	111	280.75	529.89	1429
13402	121	416.71	127.20	1430
13403	139	500.41	206.52	1430
13404	149	222.89	231.78	1430
13405	144	109.88	306.85	1430
13406	128	378.88	320.54	1430
13407	110	470.53	332.32	1430
13408	135	111.96	383.70	1430
13409	127	453.17	411.09	1430
13410	118	490.92	462.68	1430
13411	111	280.32	529.29	1430
13412	101	416.66	125.88	1431
13413	125	499.96	208.00	1431
13414	136	221.49	230.93	1431
13415	131	109.39	307.37	1431
13416	115	378.49	319.47	1431
13417	120	111.88	383.14	1431
13418	114	452.79	410.25	1431
13419	93	489.06	463.33	1431
13420	126	417.59	126.37	1432
13421	135	500.19	209.37	1432
13422	145	220.44	231.40	1432
13423	140	108.48	307.64	1432
13424	131	378.65	318.47	1432
13425	101	470.78	333.43	1432
13426	134	112.45	381.53	1432
13427	122	454.08	410.04	1432
13428	114	488.75	463.48	1432
13429	110	280.88	529.11	1432
13430	139	501.21	209.59	1433
13431	145	220.40	231.76	1433
13432	145	108.08	308.53	1433
13433	128	378.85	318.81	1433
13434	110	470.39	332.83	1433
13435	132	111.72	381.33	1433
13436	126	455.01	410.30	1433
13437	120	488.60	463.50	1433
13438	114	280.82	530.07	1433
13439	101	416.33	126.59	1434
13440	119	502.00	209.00	1434
